8.905865018697513e-05,2.6549612454217722e-05,4.368864221406952e-05,9.538270858203577e-05,
5.802248217183115e-05,3.2956280355853876e-05,8.547450664798085e-06,5.98526818778138e-05,
7.820164721113574e-05,4.8743192184759166e-05,1.564989532884481e-05,2.4415005697404824e-05,
3.879823744755317e-05,4.849106943418935e-05,1.9574687601355546e-05,6.55931109179201e-05,
9.99727282603786e-05,1.2973322321151072e-05,5.186641204692368e-05,3.100754479302107e-05,
1.0020107491295894e-05,3.266897748961695e-06,3.1837906911589765e-05,5.925458144330629e-05,
8.972303231067671e-05,2.419816216582225e-05,3.414925533600426e-05,1.5534052280559473e-05,
4.460630127545029e-06,6.820032564613024e-05,7.528091566022262e-05,8.971400244708262e-05,
5.024263474637358e-07,8.181686104283392e-05,3.025837124081059e-05,6.622935278127994e-05,
2.4219807753703795e-05,2.7753628970277336e-07,5.1748010765042286e-05,3.2762449156276464e-06,
8.88715572699664e-05,8.79667752594877e-05,5.621101023804346e-05,5.345912905160493e-05,
7.610166559486101e-05,5.218842460575513e-05,4.9850209862084286e-05,7.288900845328134e-05,
6.0561154130575156e-05,7.572391462226046e-05,1.3005209745847235e-05,9.070050984093737e-06,
1.2354738054545811e-05,5.531129058309472e-05,9.986090386316903e-05,8.010930597188692e-05,
6.080722271984038e-05,5.370890031006155e-05,1.959791759632338e-05,4.567366227424594e-05,
5.566340047380458e-05,8.29213005662205e-05,8.636579457013495e-05,5.62923033415953e-05,
2.6911077896707704e-05,9.076690950417556e-05,1.929780469510305e-05,9.696254739954277e-05,
5.2291953939401495e-05,8.571210936848555e-05,8.24108073832579e-05,3.431292502483805e-05,
6.80133142774366e-05,7.974097283012835e-05,6.570281626462736e-05,9.168598570149981e-05,
9.623908181338881e-06,7.4084095915876e-05,8.757057323899359e-05,4.3197328692150964e-05,
3.0022475170864073e-05,5.976430629798142e-05,9.118600501223708e-05,2.8335717799806504e-05,
4.489368519244887e-05,6.034647352483239e-05,3.576396946971222e-05,6.0493962958929194e-05,
2.6876849793875193e-05,3.331831574684417e-05,1.873977818788838e-05,8.692432713130998e-05,
1.1946402162870595e-05,5.8772698652872906e-05,7.862597258102536e-05,7.79323351311766e-05,
2.984493992312668e-05,8.65700038239746e-05,5.0780041932639034e-05,2.4323111646519047e-05,
6.510536368257995e-05,1.6684004357878358e-05,9.299026439493203e-05,4.10246548901142e-06,
4.787913960751102e-05,6.7302709016557465,4.84813525930807e-05,4.84813525930807e-05,
7.28188764257092e-05,7.987295820413871e-05,5.791867698429885e-05,1.4847278526021147e-05,
7.986670765431423e-05,2.0549014715529647e-05,1.5982623710485366e-05,1.0577763631268368e-05,
3.0299334099505815e-05,5.0886533752270186e-05,5.0886533752270186e-05,4.4314022581262756e-05,
2.0574623847660525e-05,7.837433594376959,8.516877339574003e-06,2.264005152788018e-05,
4.84813525930807e-05,4.998077586915537e-05,4.998077586915537e-05,4.998077586915537e-05,
5.5999391826668025e-05,9.756204932426991e-05,6.479145405643924e-05,4.824722683665271e-05,
5.699025755704158e-05,9.034278562829812e-05,9.720355599333285e-05,1.1009236160213654e-05,
8.347667574790276e-05,4.785586268228951e-05,7.652984764112028e-05,2.867478602705609e-05,
8.6641056166478e-06,9.408999999999999,10.0,9.7,
3.165641584026232e-05,9.040786604439981e-05,4.498359061447831e-05,8.509442511741189e-05,
1.5486588134283774e-05,6.270559014202037e-05,4.9217764316457116e-05,5.4388219902642735e-05,
2.1367760477073584e-05,3.394871386581257e-05,7.624079594573578e-05,7.036328353397065e-05,
1.7544140972982325e-05,9.232953762853338e-05,4.904667910362778e-05,8.420695653072778e-05,
3.6107897194385176e-05,4.820328878471829e-05,5.4571158793383624e-05,7.446820870242621e-05,
7.332085488562417e-05,4.2249797077232825e-05,3.5752927993933195e-05,7.612741331317887e-05,
9.779046370317273e-05,9.89491175663323e-05,6.269280850795974e-05,5.398563773482769e-05,
9.757975384949541e-05,9.707074606788867e-05,1.0402099161092404e-05,8.180222489318555e-05,
5.646257817170633e-05,7.131405911885237e-05,8.048210233427611e-07,3.624583094486713e-05,
3.102090329131501e-05,8.166690400973429e-05,6.112949909112023e-05,7.73324078104625e-05,
6.993763678549669e-05,1.9940727381181324e-05,8.042343577766685e-05,2.437788192018191e-05,
3.157898580625429e-07,8.04964102472891e-05,2.59199798676795e-05,9.83500093329878e-05,
9.114142714296239e-05,1.1677940724297265e-05,8.129512025349065e-05,8.62494429182642e-05,
9.932320624919751e-05,5.0078067180204715e-05,8.531321530976093e-05,3.07046778012573e-06,
4.933409558616375e-05,8.71863384479767e-05,4.3517804970635433e-05,4.726339330585832e-05,
5.371031681320786e-05,2.6712758038208007e-05,2.947221480693654e-05,9.968034435873335e-05,
6.582554164043635e-05,2.7413973834827722e-05,9.023068390138959e-05,1.527216283081563e-05,
9.651825451101914e-05,8.527494613926985e-05,3.6305424172461924e-05,7.441872655961517e-05,
2.441722027100257e-06,2.4083521216896598e-05,7.578160615537372e-05,5.213056988009771e-05,
4.856756797008646e-05,5.630411924327601e-05,6.22321057772525e-05,8.446224092136178e-05,
1.4967279697335313e-05,3.5348716881883745e-05,6.8000751761873e-05,2.5741265921503045e-05,
9.231556302654123e-05,9.543309124783307e-06,4.078465323156521e-05,8.918340882153105e-05,
8.318590118991654e-05,2.0212454066770846e-05,5.236863991911778e-06,1.5421374604280582e-05,
7.389271773510209e-06,2.4303035126559794e-05,5.983626782567913e-05,1.7532355863331408e-05,
2.2801794702206257e-05,3.716937351119624e-05,2.1750873352435964e-05,7.517013215861741e-05,
3.123708741187048e-05,2.0604983207942506e-05,4.411024831592597e-05,3.5684901029989524e-05,
2.2426505728920576e-05,6.437954241155063e-05,2.1721561382496147e-05,4.046394078946855e-05,
6.748033693140331e-05,1.576726773947963e-05,7.92541725103827e-05,2.5559614331353665e-05,
4.7779085177208925e-05,2.5066468975320624e-05,9.55999166867937e-06,6.971316725627493e-05,
3.057701716898357e-05,1.8586818438201869e-06,2.4610217304960992e-05,1.9074753796008405e-05,
9.879334880519409e-06,5.135195582572455e-05,6.63927237527042e-05,9.311945663091189e-05,
2.433049625739654e-05,9.705034286014117e-05,6.866724052860858e-05,4.841991842359297e-05,
1.2842971441080597e-05,2.2294667711697914e-05,2.338829938767796e-05,2.2580959746373555e-05,
7.24176034166511e-05,2.2312073592741045e-05,5.935689276162933e-05,2.2175655849994258e-05,
9.793623039558853e-05,3.863165536151116e-05,1.8640655757957715e-05,6.510253460545668e-05,
6.612970340391129e-05,1.427797434333875e-05,2.415853007065394e-05,6.644681344720838e-05,
3.5949702934283014e-06,7.771369141867018e-05,5.9462868762854964e-05,9.839041866533975e-05,
1.7167466494576556e-05,6.358969004173372e-05,2.2236016303083695e-06,7.65905427343198e-05,
6.219739924942204e-05,7.847598789327497e-05,2.8100126929291317e-06,6.420136295451448e-05,
3.404745721292457e-05,1.6553451325003976e-05,7.13651589580791e-05,4.883441211106603e-05,
